chrom	start	end	strand	gene
chr1	40235196	40237020	-	OXCT2
chr1	40223902	40254533	-	BMP8B
chr1	40319464	40319738	-	AK304759
chr1	40306705	40349177	-	TRIT1
chr1	40361095	40367687	-	MYCL1
chr1	40420819	40422587	+	BC069694
chr1	40420783	40435628	+	MFSD2A
chr1	40506254	40538321	+	CAP1
chr1	40538381	40563142	-	PPT1
chr1	40627040	40706593	+	RLF
chr1	40713572	40717365	+	TMCO2
chr1	40723721	40759856	+	ZMPSTE24
chr1	40766162	40783060	-	COL9A2
chr1	40839377	40888998	+	SMAP2
chr1	40915773	40929390	+	ZFP69B
chr1	40943301	40962015	+	ZFP69
chr1	40974432	40982214	+	EXO5
chr1	40997232	41013841	+	ZNF684
chr1	41086351	41131324	-	RIMS3
chr1	41154751	41157933	-	LOC100130557
chr1	41220026	41220118	+	MIR30E
chr1	41222955	41223044	+	MIR30C1
chr1	41157241	41237276	+	NFYC
chr1	41249683	41306124	+	KCNQ4
chr1	41326727	41328018	-	CITED4
chr1	41445006	41478235	+	CTPS1
chr1	41481268	41487427	-	SLFNL1
chr1	41480261	41509562	+	SLFNL1-AS1
chr1	41492870	41707815	-	SCMH1
chr1	41944445	41950344	-	EDN2
chr1	41972035	42501596	-	HIVEP3
chr1	42619091	42621495	+	GUCA2B
chr1	42628361	42630395	-	GUCA2A
chr1	42642209	42801548	-	FOXJ3
chr1	42846467	42889900	+	RIMKLA
chr1	42896000	42921938	-	ZMYND12
chr1	42922172	42926086	+	PPCS
chr1	42929024	43120335	+	CCDC30
chr1	43124047	43142429	+	PPIH
chr1	43144356	43147330	+	AF086102
chr1	43148065	43168020	+	YBX1
chr1	43198763	43205925	-	CLDN19
chr1	43212005	43232755	-	LEPRE1
chr1	43232915	43241413	+	C1orf50
chr1	43253660	43263901	+	LOC100129924
chr1	43272722	43283059	-	CCDC23
chr1	43282775	43310660	+	ERMAP
chr1	43312243	43318146	+	ZNF691
chr1	43323292	43354460	+	BC043541
chr1	43391045	43424847	-	SLC2A1
chr1	43424719	43449029	+	SLC2A1-AS1
chr1	43585818	43611958	+	AK309744
chr1	43613593	43622067	+	FAM183A
chr1	43637279	43637416	-	DL489965
chr1	43629844	43736607	-	EBNA1BP2
chr1	43638000	43720029	+	WDR65
chr1	43735664	43739673	+	TMEM125
chr1	43747556	43751288	-	C1orf210
chr1	43766565	43791552	+	TIE1
chr1	43803474	43820135	+	MPL
chr1	43824625	43828873	+	CDC20
chr1	43829067	43833745	-	ELOVL1
chr1	43849578	43855483	-	MED8
chr1	43855555	43919918	+	SZT2
chr1	43916673	43919660	-	HYI
chr1	43996546	44089343	+	PTPRF
chr1	44115796	44171189	+	KDM4A
chr1	44165355	44173012	-	KDM4A-AS1
chr1	44171494	44396837	+	ST3GAL3
chr1	44398991	44402912	+	ARTN
chr1	44412477	44433694	+	IPO13
chr1	44435652	44439043	+	DPH2
chr1	44440601	44443972	+	ATP6V0B
chr1	44444873	44456843	+	B4GALT2
chr1	44457279	44462198	+	CCDC24
chr1	44457171	44497164	-	SLC6A9
chr1	44514029	44600809	+	KLF17
chr1	44679124	44686351	+	DMAP1
chr1	44686741	44820939	-	ERI3
chr1	45011164	45011224	+	MIR5584
chr1	44870959	45117396	+	RNF220
chr1	45119500	45140099	-	TMEM53
chr1	45140393	45191263	+	C1orf228
chr1	45205489	45233438	+	KIF2C
chr1	45241536	45241610	+	SNORD55
chr1	45242163	132437886	+	SNORD46
chr1	45243513	45243584	+	SNORD38A
chr1	45244061	45244130	+	SNORD38B
chr1	45241245	45244412	+	RPS8
chr1	45249256	45253426	-	BEST4
chr1	45266035	45271667	+	PLK3
chr1	45271585	45272957	-	TCTEX1D4
chr1	45274153	45279801	+	BTBD19
chr1	45285515	45308616	-	PTCH2
chr1	45316193	45452394	-	EIF2B3
chr1	45468219	45477027	-	HECTD3
chr1	45477804	45481341	+	UROD
chr1	45482075	45672250	-	ZSWIM5
chr1	45769581	45771291	+	LOC400752
chr1	45792544	45794346	+	HPDL
chr1	45794913	45806142	-	MUTYH
chr1	45805341	45809650	+	TOE1
chr1	45809554	45956840	-	TESK2
chr1	45959597	45965751	-	CCDC163P
chr1	45965855	45976739	+	MMACHC
chr1	45976706	45988562	-	PRDX1
chr1	46016454	46035723	+	AKR1A1
chr1	46049659	46084578	+	NASP
chr1	46085715	46089731	-	CCDC17
chr1	46092975	46152302	-	GPBP1L1
chr1	46111451	46112357	-	RPS15AP10
chr1	46153846	46160108	+	TMEM69
chr1	46159997	46216485	-	IPP
chr1	46269284	46501796	+	MAST2
chr1	46505811	46642160	-	PIK3R3
chr1	46640748	46651634	+	TSPAN1
chr1	46654352	46685977	-	POMGNT1
chr1	46669005	46686928	+	LURAP1
chr1	46713366	46744145	+	RAD54L
chr1	46744071	46769038	-	LRRC41
chr1	46769379	46782447	+	UQCRH
chr1	46805848	46830824	+	NSUN4
chr1	46859938	46879520	+	FAAH
chr1	46899498	46911374	+	LOC729041
chr1	46972667	46979886	+	DMBX1
chr1	47011315	47016887	-	KNCN
chr1	47004367	47035927	+	MKNK1-AS1
chr1	47023078	47082563	-	MKNK1
chr1	47073386	47082563	-	MOB3C
chr1	47098410	47134099	-	ATPAF1
chr1	47137496	47139256	+	TEX38
chr1	47139707	47157769	+	EFCAB14-AS1
chr1	47124358	47184736	-	EFCAB14
chr1	47264669	47285021	+	CYP4B1
chr1	47308766	47366147	-	CYP4Z2P
chr1	47394845	47407156	-	CYP4A11
chr1	47427035	47516423	+	CYP4X1
chr1	47533159	47583992	+	CYP4Z1
chr1	47603106	47614526	+	CYP4A22
chr1	47644921	47646011	+	LINC00853
chr1	47649260	47655771	-	PDZK1IP1
chr1	47681962	47697892	-	TAL1
chr1	47691628	72491985	-	JA375062
chr1	47694867	47779819	-	STIL
chr1	47799468	47844511	+	CMPK1
chr1	47859449	47861215	-	AX748181
chr1	47881743	47883724	+	FOXE3
chr1	47897806	47900313	-	FOXD2-AS1
chr1	47901688	47906363	+	FOXD2
chr1	48226199	48462562	-	TRABD2B
chr1	48567386	48648100	-	SKINTL
chr1	48688356	48714316	+	SLC5A9
chr1	48761043	48937876	-	SPATA6
chr1	49193539	49242547	-	BEND5
chr1	48998526	50489626	-	AGBL4
chr1	50513685	50667540	+	ELAVL4
chr1	50883222	50889119	-	DMRTA2
chr1	50906934	51425936	-	FAF1
chr1	51433607	51440309	+	CDKN2C
chr1	51567905	51613754	+	C1orf185
chr1	51701944	51739119	+	RNF11
chr1	51752929	51810785	-	TTC39A
chr1	51819934	51984995	-	EPS15
chr1	52042850	52254891	+	OSBPL9
chr1	52302015	52302074	-	MIR761
chr1	52302636	52305398	-	AK090844
chr1	52254865	52344609	-	NRD1
chr1	52373627	52456436	-	RAB3B
chr1	52497776	52499472	-	KTI12
chr1	52485803	52521843	-	TXNDC12
chr1	52521856	52556388	+	BTF3L4
chr1	52607765	52812358	+	ZFYVE9
chr1	52816264	52831877	-	CC2D1B
chr1	52838500	52870143	-	ORC1
chr1	52870218	52883992	+	PRPF38A
chr1	52888947	53019130	-	ZCCHC11
chr1	53068042	53074723	+	GPX7
chr1	53099065	53135339	+	FAM159A
chr1	53152013	53164038	-	SELRC1
chr1	53192130	53293013	+	ZYG11B
chr1	53308182	53360247	+	ZYG11A
chr1	53361581	53392851	-	ECHDC2
chr1	53392900	53517289	+	SCP2
chr1	53527723	53551174	+	PODN
chr1	53552850	53608289	-	SLC1A7
chr1	53580247	53584281	+	AX748428
chr1	53662100	53679869	+	CPT2
chr1	53679771	53686289	-	C1orf123
chr1	53692563	53704282	-	MAGOH
chr1	53704281	53708455	+	LOC100507564
chr1	53708040	53793821	-	LRP8
chr1	53793904	53802889	+	AK097571
chr1	53904042	53905693	-	SLC25A3P1
chr1	53925071	53933158	+	DMRTB1
chr1	53971905	54199877	-	GLIS1
chr1	54231133	54304225	-	NDC1
chr1	54317391	54355487	-	YIPF1
chr1	54359860	54376759	+	DIO1
chr1	54387233	54411288	-	HSPB11
chr1	54411998	54433841	+	LRRC42
chr1	54472970	54483859	-	LDLRAD1
chr1	54497348	54519111	-	TMEM59
chr1	54519751	54519827	+	MIR4781
chr1	54519273	54578192	+	TCEANC2
chr1	54604667	54618679	-	CDCP2
chr1	54638026	54665746	-	CYB5RL
chr1	54665839	54684056	+	MRPL37
chr1	54691103	54872068	-	SSBP3
chr1	55007929	55100417	+	ACOT11
chr1	55074849	55089200	-	FAM151A
chr1	55107426	55175939	+	MROH7
chr1	55107426	55208328	+	HEATR8-TTC4
chr1	55181494	55208328	+	TTC4
chr1	55222570	55230226	-	PARS2
chr1	55246751	55266941	-	TTC22
chr1	55271735	55307937	+	C1orf177
chr1	55315299	55352921	-	DHCR24
chr1	55352654	55353883	+	HP08874
chr1	3207405	205443343	-	TRNA_Lys
chr1	55446464	55457966	+	TMEM61
chr1	55464616	55474465	+	BSND
chr1	55505148	55530526	+	PCSK9
chr1	55532031	55681039	-	USP24
chr1	55681080	55683128	+	LOC100507634
chr1	55691313	55691396	+	MIR4422
chr1	7187814	240318072	-	Y_RNA
chr1	56046709	56200675	+	AK127270
chr1	56960418	57045257	-	PPAP2B
chr1	57110989	57181008	+	PRKAA2
chr1	57184476	57285369	-	C1orf168
chr1	57289353	57292593	-	BC048114
chr1	57320442	57383894	+	C8A
chr1	57394882	57431688	-	C8B
chr1	57463578	59012446	-	DAB1
chr1	58326214	58328786	+	BC047487
chr1	58326265	58328786	+	BC033978
chr1	58933598	58934677	-	AX746780
chr1	58939503	59012446	-	OMA1
chr1	59041094	59043166	-	TACSTD2
chr1	59120410	59165747	-	MYSM1
chr1	59246462	59249785	-	JUN
chr1	59250822	59365384	+	LOC100131060
chr1	59597607	59612479	-	HSD52
chr1	59762624	60228402	+	FGGY
chr1	60198898	60198968	-	MIR4711
chr1	60238466	60254501	+	BC042048
chr1	60280462	60342050	+	HOOK1
chr1	60358979	60392423	-	CYP2J2
chr1	60454823	60539442	-	C1orf87
chr1	61125302	61291256	-	AK097193
chr1	61405915	61436448	-	BC030753
chr1	61542945	61928460	+	NFIA
chr1	62119913	62121800	+	MGC34796
chr1	62146718	62191095	-	TM2D1
chr1	62208148	62644347	+	INADL
chr1	62660473	62678001	+	L1TD1
chr1	62701836	62785083	-	KANK4
chr1	62901974	62917475	+	USP1
chr1	62920396	63154039	-	DOCK7
chr1	63063157	63071976	+	ANGPTL3
chr1	63249776	63330941	+	ATG4C
chr1	63624753	63782901	-	LINC00466
chr1	63788729	63790797	+	FOXD3
chr1	6798908	236945955	+	U7
chr1	63833260	63904233	+	ALG6
chr1	63906440	63988944	-	ITGB3BP
chr1	64014650	64016307	+	DLEU2L
chr1	63989012	64038364	+	EFCAB7
chr1	64058946	64125916	+	PGM1
chr1	15470854	203968471	-	Mir_544
chr1	64560124	64577888	-	BC040909
chr1	64239689	64647179	+	ROR1
chr1	64571005	64636980	-	AK096291
chr1	64669489	64710027	+	UBE2U
chr1	65045529	65045604	+	MIR4794
chr1	65154981	65158736	+	AK026777
chr1	64936475	65158741	+	CACHD1
chr1	65210777	65298914	+	RAVER2
chr1	65298905	65432619	-	JAK1
chr1	65338382	65343856	-	AK128734
chr1	65445259	65468159	-	BC035370
chr1	65523437	65523525	-	MIR3671
chr1	65524116	65524191	-	MIR101-1
chr1	65613231	65697828	+	AK4
chr1	65720144	65721848	+	AK123450
chr1	65720147	65881552	+	DNAJC6
chr1	65886130	65901690	+	LEPROT
chr1	65886130	66103176	+	LEPR
chr1	16893268	239711607	-	U4
chr1	66258192	66840262	+	PDE4B
chr1	67094122	67094200	+	MIR3117
chr1	67132271	67142710	-	AK298300
chr1	66999824	67210768	+	SGIP1
chr1	67218139	67244730	+	TCTEX1D1
chr1	67263423	67266942	-	INSL5
chr1	67278571	67390570	-	WDR78
chr1	67390577	67454302	+	MIER1
chr1	67465014	67520080	-	SLC35D1
chr1	67557858	67600654	-	C1orf141
chr1	67604589	67725650	+	IL23R
chr1	67773046	67862583	+	IL12RB2
chr1	67873492	67896123	-	SERBP1
chr1	68150859	68154021	+	GADD45A
chr1	68167148	68299155	-	GNG12
chr1	68511644	68516481	-	DIRAS3
chr1	68649200	68649293	-	MIR1262
chr1	68649301	68649321	+	JB175146
chr1	68564141	68698284	-	WLS
chr1	68297970	68668670	+	GNG12-AS1
chr1	68894506	68915642	-	RPE65
chr1	68939834	68962799	-	DEPDC1
chr1	68962358	69004310	+	BC020917
chr1	70032867	70589171	+	LRRC7
chr1	70385004	70386000	+	PIN1P1
chr1	70610484	70671361	-	LRRC40
chr1	70671364	70717701	+	SRSF11
chr1	70724684	70820417	-	ANKRD13C
chr1	70820492	70833705	+	HHLA3
chr1	70876900	70905534	+	CTH
chr1	71172135	71252151	+	BC041441
chr1	71318035	71513491	-	PTGER3
chr1	71512188	71532865	+	ZRANB2-AS1
chr1	71533313	71533399	-	MIR186
chr1	71528973	71546972	-	ZRANB2
chr1	71547006	71703406	+	ZRANB2-AS2
chr1	72259914	72302695	-	NEGR1-IT1
chr1	71868624	72748405	-	NEGR1
chr1	73771852	73804560	+	BC041341
chr1	74491701	74663871	-	LRRIQ3
chr1	74663895	74674148	+	FPGT
chr1	74663895	75010116	+	FPGT-TNNI3K
chr1	74701070	75010116	+	TNNI3K
chr1	75043113	75091782	+	CR627203
chr1	75033794	75139422	-	C1orf173
chr1	75171171	75199092	-	CRYZ
chr1	75198835	75232360	+	TYW3
chr1	75595658	75598261	-	AK055631
chr1	75594118	75627218	+	LHX8
chr1	75667815	76143610	-	SLC44A5
chr1	76103850	76188721	-	CR936677
chr1	76190042	76229355	+	ACADM
chr1	76252756	76252834	+	SNORD45C
chr1	76253573	76253657	+	SNORD45A
chr1	76255161	76255232	+	SNORD45B
chr1	76251878	76260775	+	RABGGTB
chr1	76262555	76378923	+	MSH4
chr1	76384557	76398116	-	ASB17
chr1	76540388	77096669	+	ST6GALNAC3
chr1	77333185	77529737	+	ST6GALNAC5
chr1	77529660	77531394	+	AF131837
chr1	77554666	77685132	-	PIGK
chr1	77747661	78025654	+	AK5
chr1	78030189	78149104	-	ZZZ3
chr1	78161673	78225564	-	USP33
chr1	78245308	78345225	+	FAM73A
chr1	78354199	78409578	+	NEXN
chr1	78412166	78444777	-	FUBP1
chr1	78444933	78482995	+	DNAJB4
chr1	78511588	78603112	+	GIPC2
chr1	78695282	78835147	+	MGC27382
chr1	78956727	79006386	+	PTGFR
chr1	79086087	79111830	+	IFI44L
chr1	79115476	79129763	+	IFI44
chr1	79355448	79472495	-	ELTD1
chr1	81771844	82458107	+	LPHN2
chr1	83439565	83451891	-	U80773
chr1	83911736	83920454	+	BC043544
chr1	79442248	175848545	+	HH834010
chr1	84267442	84326229	-	AK097722
chr1	84041470	84326679	-	BC036594
chr1	84259597	84379059	-	MIR548AP
chr1	84335056	84464833	-	TTLL7
chr1	84543635	84546350	+	BC037304
chr1	84543744	84704181	+	PRKACB
chr1	84743003	84743140	+	SNORA2
chr1	84764048	84816481	+	SAMD13
chr1	84830640	84863576	-	UOX
chr1	84864214	84880691	+	DNASE2B
chr1	84944919	84964033	+	RPF1
chr1	84964005	84972262	-	GNG5
chr1	84972012	85018767	+	SPATA1
chr1	85018803	85040163	-	CTBS
chr1	85093912	85100703	-	C1orf180
chr1	85109389	85156440	-	SSX2IP
chr1	85279085	85358896	-	LPAR3
chr1	85391265	85462796	-	MCOLN2
chr1	85483764	85514223	-	MCOLN3
chr1	85527992	85598821	+	WDR63
chr1	85599476	85599556	+	MIR4423
chr1	85623355	85666728	-	SYDE2
chr1	85715636	85725355	-	C1orf52
chr1	85731459	85742587	-	BCL10
chr1	85742040	85865646	+	LOC646626
chr1	85784167	86044046	-	DDAH1
chr1	86047526	86049388	+	AL832891
chr1	86046443	86049648	+	CYR61
chr1	86115105	86174116	-	ZNHIT6
chr1	86194915	86622446	-	COL24A1
chr1	86812506	86862025	-	ODF2L
chr1	86889768	86922240	+	CLCA2
chr1	86934394	86965974	+	CLCA1
chr1	87012758	87046432	+	CLCA4
chr1	87099958	87121059	+	CLCA3P
chr1	87170252	87213867	+	SH3GLB1
chr1	87328127	87380107	-	SEP15
chr1	87380334	87575681	+	HS2ST1
chr1	87458689	87634886	+	LOC339524
chr1	87777576	87777676	+	Mir_590
chr1	87794150	87814607	+	LMO4
chr1	87819209	87837338	-	LOC100505768
chr1	89004735	89150887	-	AK123834
chr1	89149921	89301938	+	PKN2
chr1	89318320	89357301	-	GTF2B
chr1	89445138	89458643	-	RBMXL1
chr1	89401455	89458643	-	CCBL2
chr1	89472359	89488549	-	GBP3
chr1	89517986	89531043	-	GBP1
chr1	89571842	89616258	-	GBP2
chr1	89597433	89641723	-	GBP7
chr1	89646830	89664633	-	GBP4
chr1	89724633	89738544	-	GBP5
chr1	89754940	89756045	-	LOC729930
chr1	89829435	89853719	+	GBP6
chr1	89873237	89890493	+	GBP1P1
chr1	89990396	90063420	+	LRRC8B
chr1	90090407	90098453	-	FLJ27354
chr1	90098643	90185094	+	LRRC8C
chr1	90286572	90401989	+	LRRC8D
chr1	90458823	90460525	-	GEMIN8P4
chr1	90460677	90494094	+	ZNF326
chr1	91177578	91182794	-	BARHL2
chr1	91295103	91301718	-	BC036441
chr1	91295103	91317175	-	AK022898
chr1	91380856	91487812	-	ZNF644
chr1	91726322	91870426	-	HFM1
chr1	91966403	91991321	+	CDC7
chr1	92145899	92371559	-	TGFBR3
chr1	92414927	92479985	+	BRDT
chr1	92495532	92529093	+	EPHX4
chr1	92545861	92613401	+	BTBD8
chr1	92632608	92650280	+	KIAA1107
chr1	92683572	92711367	+	C1orf146
chr1	92711954	92764566	-	GLMN
chr1	92764521	92853732	+	RPAP2
chr1	92940317	92952433	-	GFI1
chr1	92974252	93257961	-	EVI5
chr1	93302845	93302940	+	SNORD21
chr1	93303574	93306408	+	SNORA66
chr1	93297593	93307481	+	RPL5
chr1	93298285	93427079	-	FAM69A
chr1	93544791	93604638	+	MTF2
chr1	93615298	93646246	-	TMED5
chr1	93646280	93744287	+	CCDC18
chr1	93775665	93811368	-	LOC100131564
chr1	93811477	93828148	+	DR1
chr1	36989974	149404831	-	TRNA_Cys
chr1	93913687	94020218	+	FNBP1L
chr1	94027342	94312706	-	BCAR3
chr1	94057524	94065587	+	LOC100129046
chr1	94219111	94240930	-	MIG7
chr1	94312387	94312467	+	MIR760
chr1	3200674	159111474	+	TRNA_Arg
chr1	94317792	94319887	+	AX746627
chr1	94335013	94344762	-	DNTTIP2
chr1	94352589	94375012	-	GCLM
chr1	94458393	94586705	-	ABCA4
chr1	94615402	94740624	-	ARHGAP29
chr1	94883932	94984219	+	ABCD3
chr1	94994731	95007413	-	F3
chr1	95123088	95285834	-	BC030750
chr1	95285897	95360803	+	SLC44A3
chr1	95362506	95392735	-	CNN3
chr1	95393583	95428826	+	LOC729970
chr1	95448278	95538507	-	ALG14
chr1	95550007	95550119	-	Mir_448
chr1	95558072	95663161	+	TMEM56
chr1	95628774	95699538	-	AK090700
chr1	95583478	95710509	+	TMEM56-RWDD3
chr1	95699710	95712781	+	RWDD3
chr1	95940292	95944912	+	FLJ31662
chr1	95975895	95981020	+	BC067883
chr1	97187174	97280605	+	PTBP2
chr1	97279223	97280347	+	PTBLP
chr1	97561478	97788511	+	DPYD-AS1
chr1	97543299	98386615	-	DPYD
chr1	98510798	98510907	-	MIR2682
chr1	98511625	98511727	-	MIR137
chr1	98453555	98515249	-	MIR137HG
chr1	98676266	98738214	+	LOC729987
chr1	99127235	99226056	+	SNX7
chr1	99355800	99470449	-	LPPR5
chr1	99469831	99614408	+	LOC100129620
chr1	99729847	99775138	+	LPPR4
chr1	100111430	100160097	+	PALMD
chr1	100178485	100178513	+	MIR548AA1
chr1	100178485	100178513	-	MIR548D1
chr1	100174258	100231349	-	FRRS1
chr1	100315639	100389579	+	AGL
chr1	100434000	100435404	-	BC112312
chr1	100435344	100492534	+	SLC35A3
chr1	100503788	100548929	+	HIAT1
chr1	100549101	100598511	-	SASS6
chr1	100598705	100616054	+	TRMT13
chr1	100614003	100643829	-	LRRC39
chr1	100652477	100715409	-	DBT
chr1	100731713	100758325	+	RTCA
chr1	100746796	100746864	+	MIR553
chr1	100810583	100985833	+	CDC14A
chr1	101003727	101007583	+	GPR88
chr1	101092605	101112560	-	LOC100128787
chr1	101185195	101204601	+	VCAM1
chr1	101337927	101360735	-	EXTL2
chr1	101361631	101447311	+	SLC30A7
chr1	101455179	101491644	-	DPH5
chr1	101491408	101552819	+	BX538249
chr1	101538215	101552819	+	BC045807
chr1	101548009	101552819	+	AK021551
chr1	101702304	101707076	+	S1PR1
chr1	76737449	101806451	-	RNU6-31P
chr1	102268126	102462790	-	OLFM3
chr1	102337566	102360299	+	DNAJA1P5
chr1	103342022	103574052	-	COL11A1
chr1	104068577	104097859	+	RNPC3
chr1	104112025	104114008	+	ACTG1P4
chr1	104078747	104153092	+	AMY2B
chr1	104159998	104262492	+	AMY2A
chr1	104198140	104301311	+	AMY1A
chr1	104615644	104619693	+	LOC100129138
chr1	106144773	106161557	-	BC043293
chr1	107599266	107601916	+	PRMT6
chr1	107682628	108024475	+	NTNG1
chr1	108113781	108507545	-	VAV3
chr1	108507064	108537229	+	VAV3-AS1
chr1	108677343	108742980	-	SLC25A24
chr1	108765962	108953434	-	NBPF4
chr1	108803819	108975804	-	BC051808
chr1	108992903	109013260	+	NBPF6
chr1	109102970	109181949	+	FAM102B
chr1	109190909	109204148	-	HENMT1
chr1	109234931	109244422	+	PRPF38B
chr1	109255555	109285367	+	FNDC7
chr1	109289284	109352148	+	STXBP3
chr1	109358519	109506121	-	AKNAD1
chr1	109399838	109401146	+	SPATA42
chr1	109419602	109476957	+	GPSM2
chr1	109472129	109506121	-	CLCC1
chr1	109512837	109584850	-	WDR47
chr1	109606997	109618624	-	TAF13
chr1	109633402	109639554	+	TMEM167B
chr1	109642814	109643234	+	SCARNA2
chr1	109648572	109656479	-	C1orf194
chr1	109656584	109749403	+	KIAA1324
chr1	109756514	109780804	+	SARS
chr1	109792640	109818378	+	CELSR2
chr1	109822175	109825808	-	PSRC1
chr1	109834986	109849663	-	MYBPHL
chr1	109852187	109940563	-	SORT1
chr1	109965120	109966952	-	FW340027
chr1	109941652	109969108	-	PSMA5
chr1	110009099	110024764	+	SYPL2
chr1	110026560	110035420	+	ATXN7L2
chr1	110036657	110043063	+	CYB561D1
chr1	110049445	110052336	-	AMIGO1
chr1	110082493	110088455	+	GPR61
chr1	110091185	110138454	+	GNAI3
chr1	110141514	110141589	+	MIR197
chr1	110145888	110155705	-	GNAT2
chr1	110162125	110174677	+	AMPD2
chr1	110198697	110208123	+	GSTM4
chr1	110198697	110226619	+	GSTM2
chr1	110230417	110236367	+	GSTM1
chr1	110254863	110260890	+	GSTM5
chr1	110276553	110283660	-	GSTM3
chr1	110292701	110306644	-	EPS8L3
chr1	110453232	110473616	+	CSF1
chr1	110527386	110566364	+	AHCYL1
chr1	110574198	110597424	+	STRIP1
chr1	110603303	110603368	+	DQ574855
chr1	110602996	110613322	-	ALX3
chr1	110655061	110656569	+	UBL4B
chr1	110693131	110744823	+	SLC6A17
chr1	110753335	110776674	+	KCNC4
chr1	47429625	130880962	+	SNORA25
chr1	110828998	110881793	-	LOC440600
chr1	110881944	110889303	+	RBM15
chr1	110887099	110888734	-	BC069739
chr1	110905472	110933704	-	SLC16A4
chr1	110943876	110950546	-	LAMTOR5
chr1	110950430	110958896	+	LAMTOR5-AS1
chr1	110993787	110999976	+	PROK1
chr1	111016377	111033891	+	CYMP
chr1	111059838	111061797	-	KCNA10
chr1	111136201	111174096	-	KCNA2
chr1	111214309	111217655	-	KCNA3
chr1	111413820	111442558	+	CD53
chr1	111489811	111506566	-	LRIF1
chr1	111659953	111682838	-	DRAM2
chr1	111682248	111727724	+	CEPT1
chr1	111728590	111747160	-	DENND2D
chr1	111770280	111786062	+	CHI3L2
chr1	111823145	111828730	+	CHIAP2
chr1	111833473	111863188	+	CHIA
chr1	111889194	111895639	+	PIFO
chr1	111927140	111932473	-	PGCP1
chr1	111956936	111970399	-	OVGP1
chr1	111982511	111991830	-	WDR77
chr1	111991461	112004525	+	ATP5F1
chr1	112016603	112021134	+	C1orf162
chr1	112025969	112106597	-	ADORA3
chr1	112141628	112150940	-	LOC100129269
chr1	112085054	112256101	+	RAP1A
chr1	112256829	112259310	+	AK023457
chr1	112264685	112298419	-	FAM212B
chr1	112282462	112290420	+	LOC100506343
chr1	112287934	112298131	-	BC041890
chr1	112298189	112310199	+	DDX20
chr1	112318453	112531777	-	KCND3
chr1	112533189	112541463	+	LOC643355
chr1	28210023	122597019	+	SnoU13
chr1	112938880	112941439	+	AX747733
chr1	112938799	113003786	+	CTTNBP2NL
chr1	113004391	113004455	-	MIR4256
chr1	112999439	113006065	+	DKFZp547A023
chr1	113010039	113063910	+	WNT2B
chr1	113066140	113162405	-	ST7L
chr1	113162074	113214241	+	CAPZA1
chr1	113217047	113243368	+	MOV10
chr1	113243748	113250025	-	RHOC
chr1	113252615	113257950	-	PPM1J
chr1	113263188	113269856	+	FAM19A3
chr1	113362795	113393265	-	AX748125
chr1	113392521	113420491	+	HP08777
chr1	113465971	113467295	+	AKR7A2P1
chr1	113454469	113498975	-	SLC16A1
chr1	113499036	113506690	+	BC023568
chr1	113499070	113511603	+	BX648855
chr1	113499036	113542118	+	BC047723
chr1	113554308	113615724	-	BC037540
chr1	113615830	113667342	+	LRIG2
chr1	113739403	113748875	-	LOC643441
chr1	113933474	114228545	+	MAGI3
chr1	114239823	114302098	-	PHTF1
chr1	114304453	114355070	-	RSBN1
chr1	114356432	114414375	-	PTPN22
chr1	114419435	114430169	-	BCL2L15
chr1	114437370	114447741	-	AP4B1
chr1	114399256	114443859	+	AP4B1-AS1
chr1	114447914	114456708	+	DCLRE1B
chr1	114466622	114471854	-	BC048113
chr1	114466622	114471880	-	BC036361
chr1	114471995	114520491	+	HIPK1
chr1	114522029	114524876	+	OLFML3
chr1	114631913	114696472	-	SYT6
chr1	114935398	115053781	-	TRIM33
chr1	115110180	115124265	-	BCAS2
chr1	115125468	115126223	-	DKFZp686N1631
chr1	115064016	115213044	-	DENND2C
chr1	115215719	115238239	-	AMPD1
chr1	115247084	115259515	-	NRAS
chr1	115259533	115300671	-	CSDE1
chr1	115312104	115323308	-	SIKE1
chr1	115397454	115537990	+	SYCP1
chr1	115572444	115576930	+	TSHB
chr1	115590632	115632121	-	TSPAN2
chr1	115828536	115880857	-	NGF
chr1	116184573	116240845	+	VANGL1
chr1	116242625	116311426	-	CASQ2
chr1	116378998	116383747	-	NHLH2
chr1	116461996	116468529	+	BC043254
chr1	116519118	116612675	+	SLC22A15
chr1	116654375	116677861	+	MAB21L3
chr1	10262423	124192765	+	U3
chr1	116915003	116947396	+	ATP1A1
chr1	116935486	116961244	-	ATP1A1OS
chr1	117057155	117113715	-	CD58
chr1	117117019	117210377	-	IGSF3
chr1	117214370	117214449	+	MIR320B1
chr1	117297085	117311851	+	CD2
chr1	117452688	117532972	+	PTGFRN
chr1	117544371	117579173	+	CD101
chr1	117602948	117645491	+	TTF2
chr1	117637264	117637350	+	MIR942
chr1	117653676	117664411	-	TRIM45
chr1	117686208	117753582	-	VTCN1
chr1	117910084	118068320	+	MAN1A2
chr1	118148603	118171011	+	FAM46C
chr1	118406106	118472302	-	GDAP2
chr1	118472371	118503049	+	WDR3
chr1	118496287	118727848	-	SPAG17
chr1	119425665	119532179	-	TBX15
chr1	119573838	119683295	-	WARS2
chr1	119683047	119694031	+	BC063600
chr1	119683047	119726446	+	BC043601
chr1	119683047	119776801	+	BC034623
chr1	119683047	119818596	+	AK125759
chr1	119911401	119936751	+	HAO2
chr1	119957269	119989122	+	HSD3B2
